Bin,Order,bino,Pfam,Description,IPR,Function,GO,gene,pi,coverage,length_with_coverage,sample,mean,std,Z-score
bin_175,Nitriliruptorales,bin.175_03013,PF01032,FecCD transport family,IPR000522,"ABC transporter, permease protein, BtuC-like",GO:0016020|GO:0022857,NODE_45777_length_6990_cov_65.147657_5,0.000946531,116.192607,1028,bin_175,0.004432167,0.003359567,-1.037525425
bin_29,Gammaproteobacteria,bin.29_00942,PF01058,"NADH ubiquinone oxidoreductase, 20 Kd subunit",IPR006137,"NADH:ubiquinone oxidoreductase-like, 20kDa subunit",GO:0051536,NODE_604_length_85819_cov_21.024043_33,0.000946163,43.80196078,510,bin_29,0.004432167,0.003359567,-1.037634963
bin_36,Nitriliruptorales,bin.36_00148,PF01243,Pyridoxamine 5'-phosphate oxidase,IPR011576,"Pyridoxamine 5'-phosphate oxidase, putative",-,NODE_400_length_105422_cov_254.984454_15,0.0009448,673.9343434,396,bin_36,0.004432167,0.003359567,-1.03804067
bin_66,Acidimicrobiales,bin.66_01600,PF00254,FKBP-type peptidyl-prolyl cis-trans isomerase,IPR001179,FKBP-type peptidyl-prolyl cis-trans isomerase domain,GO:0003755,NODE_240191_length_2597_cov_2.793470_1,0.000940623,14.56613757,378,bin_66,0.004432167,0.003359567,-1.039283985
bin_74,Pseudomonadales,bin.74_00079,PF01799,[2Fe-2S] binding domain,IPR002888,[2Fe-2S]-binding,GO:0016491|GO:0046872,NODE_326_length_115440_cov_49.656082_78,0.000916246,148.406181,453,bin_74,0.004432167,0.003359567,-1.046539979
bin_74,Pseudomonadales,bin.74_00079,PF00111,2Fe-2S iron-sulfur cluster binding domain,IPR001041,2Fe-2S ferredoxin-type iron-sulfur binding domain,GO:0051536,NODE_326_length_115440_cov_49.656082_78,0.000916246,148.406181,453,bin_74,0.004432167,0.003359567,-1.046539979
bin_24,Rhizobiales,bin.24_04121,PF00005,ABC transporter,IPR003439,ABC transporter-like,GO:0005524,NODE_9_length_203960_cov_9.878980_99,0.000915816,35.12773723,822,bin_24,0.004432167,0.003359567,-1.046667972
bin_59,Pseudomonadales,bin.59_01798,PF08402,TOBE domain,IPR013611,"Transport-associated OB, type 2",GO:0005524|GO:0022857|GO:0043190|GO:0055085,NODE_5195_length_28047_cov_248.723314_15,0.000915311,615.0458716,1090,bin_59,0.004432167,0.003359567,-1.046818289
bin_59,Pseudomonadales,bin.59_01798,PF00005,ABC transporter,IPR003439,ABC transporter-like,GO:0005524,NODE_5195_length_28047_cov_248.723314_15,0.000915311,615.0458716,1090,bin_59,0.004432167,0.003359567,-1.046818289
bin_158,Rhizobiales,bin.158_03337,PF08406,CbbQ/NirQ/NorQ C-terminal,IPR013615,"CbbQ/NirQ/NorQ, C-terminal",-,NODE_10646_length_17982_cov_52.197858_7,0.000912931,131.6828774,987,bin_158,0.004432167,0.003359567,-1.047526713
bin_158,Rhizobiales,bin.158_03337,PF07728,AAA domain (dynein-related subfamily),IPR011704,"ATPase, dynein-related, AAA domain",GO:0005524|GO:0016887,NODE_10646_length_17982_cov_52.197858_7,0.000912931,131.6828774,987,bin_158,0.004432167,0.003359567,-1.047526713
bin_158,Rhizobiales,bin.158_03337,PF12556,Cobaltochelatase CobS subunit N terminal,IPR025865,Cobaltochelatase subunit CobS N-terminal domain,-,NODE_10646_length_17982_cov_52.197858_7,0.000912931,131.6828774,987,bin_158,0.004432167,0.003359567,-1.047526713
bin_180,Rhodobacterales,bin.180_02790,PF00528,Binding-protein-dependent transport system inner membrane component,IPR000515,"ABC transporter type 1, transmembrane domain MetI-like",GO:0016020|GO:0055085,NODE_6623_length_24302_cov_76.546501_6,0.000912912,207.6303419,936,bin_180,0.004432167,0.003359567,-1.047532369
bin_29,Gammaproteobacteria,bin.29_00227,PF06844,Protein of unknown function (DUF1244),IPR023163,SMc04008-like domain,-,NODE_245_length_130410_cov_19.759142_83,0.000912619,40.58801498,267,bin_29,0.004432167,0.003359567,-1.047619583
bin_29,Gammaproteobacteria,bin.29_02248,PF00490,Delta-aminolevulinic acid dehydratase,IPR001731,Delta-aminolevulinic acid dehydratase,GO:0004655|GO:0033014|GO:0046872,NODE_7400_length_22720_cov_17.035297_4,0.000903676,53.2546706,1017,bin_29,0.004432167,0.003359567,-1.050281533
bin_24,Rhizobiales,bin.24_01818,PF08669,Glycine cleavage T-protein C-terminal barrel domain,IPR013977,"Glycine cleavage T-protein, C-terminal barrel domain",-,NODE_2_length_513661_cov_9.355523_231,0.000902873,34.78118609,2445,bin_24,0.004432167,0.003359567,-1.050520552
bin_24,Rhizobiales,bin.24_01818,PF16350,FAD dependent oxidoreductase central domain,IPR032503,"FAD dependent oxidoreductase, central domain",-,NODE_2_length_513661_cov_9.355523_231,0.000902873,34.78118609,2445,bin_24,0.004432167,0.003359567,-1.050520552
bin_24,Rhizobiales,bin.24_01818,PF01266,FAD dependent oxidoreductase,IPR006076,FAD dependent oxidoreductase,GO:0016491,NODE_2_length_513661_cov_9.355523_231,0.000902873,34.78118609,2445,bin_24,0.004432167,0.003359567,-1.050520552
bin_24,Rhizobiales,bin.24_01818,PF01571,Aminomethyltransferase folate-binding domain,IPR006222,"Aminomethyltransferase, folate-binding domain",-,NODE_2_length_513661_cov_9.355523_231,0.000902873,34.78118609,2445,bin_24,0.004432167,0.003359567,-1.050520552
bin_228,Rhodobacterales,bin.228_01879,PF02028,"BCCT, betaine/carnitine/choline family transporter",IPR000060,BCCT transporter family,GO:0016020|GO:0022857|GO:0071705,NODE_457_length_98268_cov_951.224858_56,0.000901613,2476.466416,1593,bin_228,0.004432167,0.003359567,-1.0508956
bin_82,Rhodobacterales,bin.82_02258,PF02754,Cysteine-rich domain,IPR004017,Cysteine-rich domain,-,NODE_6091_length_25641_cov_7.920269_21,0.000896425,29.92978395,1296,bin_82,0.004432167,0.003359567,-1.052439846
bin_82,Rhodobacterales,bin.82_02258,PF13183,4Fe-4S dicluster domain,IPR017896,"4Fe-4S ferredoxin-type, iron-sulphur binding domain",-,NODE_6091_length_25641_cov_7.920269_21,0.000896425,29.92978395,1296,bin_82,0.004432167,0.003359567,-1.052439846
bin_82,Rhodobacterales,bin.82_02258,PF02754,Cysteine-rich domain,IPR004017,Cysteine-rich domain,-,NODE_6091_length_25641_cov_7.920269_21,0.000896425,29.92978395,1296,bin_82,0.004432167,0.003359567,-1.052439846
bin_227,Acidimicrobiales,bin.227_01653,PF01243,Pyridoxamine 5'-phosphate oxidase,IPR011576,"Pyridoxamine 5'-phosphate oxidase, putative",-,NODE_594_length_86692_cov_16.501587_82,0.000896035,47.74747475,396,bin_227,0.004432167,0.003359567,-1.052555933
bin_101,Caulobacterales,bin.101_00299,PF08755,Hemimethylated DNA-binding protein YccV like,IPR011722,Hemimethylated DNA-binding domain,GO:0003677,NODE_454_length_98436_cov_21.338948_49,0.000892045,51.38484848,330,bin_101,0.004432167,0.003359567,-1.053743586
bin_124,Pseudomonadales,bin.124_00410,PF10417,C-terminal domain of 1-Cys peroxiredoxin,IPR019479,"Peroxiredoxin, C-terminal",GO:0051920,NODE_177_length_154050_cov_21.410864_60,0.000889365,40.51950355,564,bin_124,0.004432167,0.003359567,-1.054541308
bin_124,Pseudomonadales,bin.124_00410,PF00578,AhpC/TSA family,IPR000866,Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant,GO:0016209|GO:0016491,NODE_177_length_154050_cov_21.410864_60,0.000889365,40.51950355,564,bin_124,0.004432167,0.003359567,-1.054541308
bin_158,Rhizobiales,bin.158_01162,PF13407,Periplasmic binding protein domain,IPR025997,Periplasmic binding protein,-,NODE_799_length_76311_cov_50.887353_4,0.000882375,140.7227227,999,bin_158,0.004432167,0.003359567,-1.056621933
bin_59,Pseudomonadales,bin.59_01258,PF13450,NAD(P)-binding Rossmann-like domain,-,-,,NODE_2786_length_40793_cov_276.595390_18,0.000879852,632.2761378,1626,bin_59,0.004432167,0.003359567,-1.057372922
bin_228,Rhodobacterales,bin.228_02549,PF03480,"Bacterial extracellular solute-binding protein, family 7",IPR018389,TRAP transporter solute receptor DctP,GO:0055085,NODE_1599_length_54380_cov_940.478086_3,0.000871547,2289.180077,1044,bin_228,0.004432167,0.003359567,-1.059844967
bin_19,J058,bin.19_04627,PF17954,Quercetinase C-terminal cupin domain,IPR041602,"Quercetin 2,3-dioxygenase, C-terminal cupin domain",-,NODE_16199_length_13720_cov_8.765532_11,0.000866803,20.39198856,699,bin_19,0.004432167,0.003359567,-1.061257054
bin_19,J058,bin.19_04627,PF02678,Pirin,IPR003829,"Pirin, N-terminal domain",-,NODE_16199_length_13720_cov_8.765532_11,0.000866803,20.39198856,699,bin_19,0.004432167,0.003359567,-1.061257054
bin_4,Euzebyales,bin.4_02075,PF00528,Binding-protein-dependent transport system inner membrane component,IPR000515,"ABC transporter type 1, transmembrane domain MetI-like",GO:0016020|GO:0055085,NODE_4711_length_29917_cov_11.072936_15,0.000866024,41.67453294,1017,bin_4,0.004432167,0.003359567,-1.061488929
bin_173,Pseudomonadales,bin.173_02164,PF04209,"homogentisate 1,2-dioxygenase",IPR005708,"Homogentisate 1,2-dioxygenase",GO:0004411|GO:0006559|GO:0006570,NODE_3361_length_36469_cov_12.018290_15,0.000864904,35.52280702,1140,bin_173,0.004432167,0.003359567,-1.061822305
bin_47,Nevskiales,bin.47_00475,PF02770,"Acyl-CoA dehydrogenase, middle domain",IPR006091,"Acyl-CoA oxidase/dehydrogenase, central domain",GO:0016627,NODE_5467_length_27284_cov_17.737706_4,0.000853293,57.34974533,1178,bin_47,0.004432167,0.003359567,-1.065278405
bin_47,Nevskiales,bin.47_00475,PF02771,"Acyl-CoA dehydrogenase, N-terminal domain",IPR013786,"Acyl-CoA dehydrogenase/oxidase, N-terminal",GO:0016627|GO:0050660,NODE_5467_length_27284_cov_17.737706_4,0.000853293,57.34974533,1178,bin_47,0.004432167,0.003359567,-1.065278405
bin_47,Nevskiales,bin.47_00475,PF00441,"Acyl-CoA dehydrogenase, C-terminal domain",IPR009075,Acyl-CoA dehydrogenase/oxidase C-terminal,GO:0016627,NODE_5467_length_27284_cov_17.737706_4,0.000853293,57.34974533,1178,bin_47,0.004432167,0.003359567,-1.065278405
bin_24,Rhizobiales,bin.24_01977,PF13360,PQQ-like domain,IPR002372,Pyrrolo-quinoline quinone repeat,-,NODE_2_length_513661_cov_9.355523_390,0.000846874,42.71587302,630,bin_24,0.004432167,0.003359567,-1.067189068
bin_228,Rhodobacterales,bin.228_03589,PF02776,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",IPR012001,"Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain",GO:0030976,NODE_35217_length_8250_cov_987.289811_5,0.000839174,2661.586325,1755,bin_228,0.004432167,0.003359567,-1.06948103
bin_228,Rhodobacterales,bin.228_03589,PF02775,"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain",IPR011766,"Thiamine pyrophosphate enzyme, C-terminal TPP-binding",GO:0003824|GO:0030976,NODE_35217_length_8250_cov_987.289811_5,0.000839174,2661.586325,1755,bin_228,0.004432167,0.003359567,-1.06948103
bin_228,Rhodobacterales,bin.228_03589,PF00205,"Thiamine pyrophosphate enzyme, central domain",IPR012000,"Thiamine pyrophosphate enzyme, central domain",GO:0000287|GO:0030976,NODE_35217_length_8250_cov_987.289811_5,0.000839174,2661.586325,1755,bin_228,0.004432167,0.003359567,-1.06948103
bin_158,Rhizobiales,bin.158_02561,PF13458,Periplasmic binding protein,IPR028081,Leucine-binding protein domain,-,NODE_5326_length_27669_cov_55.122112_27,0.000836719,136.5833333,1140,bin_158,0.004432167,0.003359567,-1.070211779
bin_94,Rhizobiales,bin.94_01859,PF00378,Enoyl-CoA hydratase/isomerase,IPR001753,Enoyl-CoA hydratase/isomerase,GO:0003824,NODE_52_length_21157_cov_5.053653_5,0.000826964,26.06518905,767,bin_94,0.004432167,0.003359567,-1.073115427
bin_27,Nitriliruptorales,bin.27_02801,PF00072,Response regulator receiver domain,IPR001789,"Signal transduction response regulator, receiver domain",GO:0000160,NODE_93_length_13131_cov_31.284740_8,0.000825628,136.6749634,683,bin_27,0.004432167,0.003359567,-1.073513097
bin_27,Nitriliruptorales,bin.27_02801,PF00486,"Transcriptional regulatory protein, C terminal",IPR001867,OmpR/PhoB-type DNA-binding domain,GO:0000160|GO:0003677|GO:0006355,NODE_93_length_13131_cov_31.284740_8,0.000825628,136.6749634,683,bin_27,0.004432167,0.003359567,-1.073513097
bin_31,Sphingomonadales,bin.31_00940,PF11011,Protein of unknown function (DUF2849),IPR021270,Protein of unknown function DUF2849,-,NODE_8088_length_21445_cov_12.626414_21,0.000823213,35.66666667,297,bin_31,0.004432167,0.003359567,-1.07423194
bin_29,Gammaproteobacteria,bin.29_02491,PF08331,Domain of unknown function (DUF1730),IPR013542,Domain of unknown function DUF1730,-,NODE_13842_length_15217_cov_22.991030_10,0.000820367,76.51523546,1083,bin_29,0.004432167,0.003359567,-1.075079073
bin_29,Gammaproteobacteria,bin.29_02491,PF13484,4Fe-4S double cluster binding domain,-,-,,NODE_13842_length_15217_cov_22.991030_10,0.000820367,76.51523546,1083,bin_29,0.004432167,0.003359567,-1.075079073
bin_221,Rhizobiales,bin.221_02377,PF01497,Periplasmic binding protein,IPR002491,ABC transporter periplasmic binding domain,-,NODE_6548_length_24463_cov_7.794576_24,0.000806758,16.59900498,1005,bin_221,0.004432167,0.003359567,-1.079129892
bin_57,Polyangiales,bin.57_02001,PF02770,"Acyl-CoA dehydrogenase, middle domain",IPR006091,"Acyl-CoA oxidase/dehydrogenase, central domain",GO:0016627,NODE_29729_length_9215_cov_5.971179_10,0.000800141,19.82227682,1221,bin_57,0.004432167,0.003359567,-1.081099491
bin_57,Polyangiales,bin.57_02001,PF02771,"Acyl-CoA dehydrogenase, N-terminal domain",IPR013786,"Acyl-CoA dehydrogenase/oxidase, N-terminal",GO:0016627|GO:0050660,NODE_29729_length_9215_cov_5.971179_10,0.000800141,19.82227682,1221,bin_57,0.004432167,0.003359567,-1.081099491
bin_57,Polyangiales,bin.57_02001,PF00441,"Acyl-CoA dehydrogenase, C-terminal domain",IPR009075,Acyl-CoA dehydrogenase/oxidase C-terminal,GO:0016627,NODE_29729_length_9215_cov_5.971179_10,0.000800141,19.82227682,1221,bin_57,0.004432167,0.003359567,-1.081099491
bin_228,Rhodobacterales,bin.228_00718,PF00205,"Thiamine pyrophosphate enzyme, central domain",IPR012000,"Thiamine pyrophosphate enzyme, central domain",GO:0000287|GO:0030976,NODE_97_length_194029_cov_1003.289817_31,0.000791699,2218.436588,1782,bin_228,0.004432167,0.003359567,-1.083612315
bin_228,Rhodobacterales,bin.228_00718,PF02775,"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain",IPR011766,"Thiamine pyrophosphate enzyme, C-terminal TPP-binding",GO:0003824|GO:0030976,NODE_97_length_194029_cov_1003.289817_31,0.000791699,2218.436588,1782,bin_228,0.004432167,0.003359567,-1.083612315
bin_228,Rhodobacterales,bin.228_00718,PF02776,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",IPR012001,"Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain",GO:0030976,NODE_97_length_194029_cov_1003.289817_31,0.000791699,2218.436588,1782,bin_228,0.004432167,0.003359567,-1.083612315
bin_36,Nitriliruptorales,bin.36_00399,PF18546,Methanogen output domain 1,IPR041359,Metanogen output domain 1,-,NODE_478_length_96266_cov_225.276891_85,0.000787765,658.905482,529,bin_36,0.004432167,0.003359567,-1.084783299
bin_29,Gammaproteobacteria,bin.29_02286,PF01507,Phosphoadenosine phosphosulfate reductase family,IPR002500,Phosphoadenosine phosphosulphate reductase,GO:0003824,NODE_7438_length_22656_cov_24.312376_15,0.000767315,62.88843537,735,bin_29,0.004432167,0.003359567,-1.090870393
bin_7,Sphingomonadales,bin.7_03234,PF00308,Bacterial dnaA  protein,IPR013317,Chromosomal replication initiator protein DnaA,-,NODE_130774_length_3730_cov_8.896054_2,0.000764904,24.61111111,684,bin_7,0.004432167,0.003359567,-1.091588045
bin_49,Thalassobaculales,bin.49_01913,PF06798,PrkA serine protein kinase C-terminal domain,IPR010650,PrkA C-terminal domain,-,NODE_26543_length_9918_cov_5.992903_2,0.000750048,18.47099156,1896,bin_49,0.004432167,0.003359567,-1.096010043
bin_49,Thalassobaculales,bin.49_01913,PF08298,PrkA AAA domain,IPR013153,PrkA AAA domain,-,NODE_26543_length_9918_cov_5.992903_2,0.000750048,18.47099156,1896,bin_49,0.004432167,0.003359567,-1.096010043
bin_140,Pseudomonadales,bin.140_01583,PF03741,Integral membrane protein TerC family,IPR005496,Integral membrane protein TerC,GO:0016021,NODE_653_length_82750_cov_226.099776_43,0.000746305,593.0939664,1011,bin_140,0.004432167,0.003359567,-1.097124175
bin_80,Rhodobacterales,bin.80_02616,PF09996,Uncharacterized protein conserved in bacteria (DUF2237),IPR018714,Protein of unknown function DUF2237,-,NODE_79134_length_5023_cov_6.313808_4,0.000745928,31.15733333,375,bin_80,0.004432167,0.003359567,-1.097236391
bin_173,Pseudomonadales,bin.173_00145,PF03486,HI0933-like protein,-,-,,NODE_98_length_193074_cov_13.125138_141,0.000745671,31.11634757,2037,bin_173,0.004432167,0.003359567,-1.097312889
bin_173,Pseudomonadales,bin.173_00145,PF00724,NADH:flavin oxidoreductase / NADH oxidase family,IPR001155,"NADH:flavin oxidoreductase/NADH oxidase, N-terminal",GO:0010181|GO:0016491,NODE_98_length_193074_cov_13.125138_141,0.000745671,31.11634757,2037,bin_173,0.004432167,0.003359567,-1.097312889
bin_24,Rhizobiales,bin.24_03997,PF05690,Thiazole biosynthesis protein ThiG,IPR033983,Thiazole synthase ThiG,-,NODE_8_length_212200_cov_9.831112_170,0.000728975,34.29198966,774,bin_24,0.004432167,0.003359567,-1.102282577
bin_4,Euzebyales,bin.4_02185,PF00072,Response regulator receiver domain,IPR001789,"Signal transduction response regulator, receiver domain",GO:0000160,NODE_6028_length_25774_cov_14.440686_7,0.000725796,42.48476821,755,bin_4,0.004432167,0.003359567,-1.10322883
bin_4,Euzebyales,bin.4_02185,PF00486,"Transcriptional regulatory protein, C terminal",IPR001867,OmpR/PhoB-type DNA-binding domain,GO:0000160|GO:0003677|GO:0006355,NODE_6028_length_25774_cov_14.440686_7,0.000725796,42.48476821,755,bin_4,0.004432167,0.003359567,-1.10322883
bin_7,Sphingomonadales,bin.7_03277,PF02771,"Acyl-CoA dehydrogenase, N-terminal domain",IPR013786,"Acyl-CoA dehydrogenase/oxidase, N-terminal",GO:0016627|GO:0050660,NODE_406163_length_1900_cov_13.827642_2,0.000725027,40.14470284,1161,bin_7,0.004432167,0.003359567,-1.103457729
bin_7,Sphingomonadales,bin.7_03277,PF00441,"Acyl-CoA dehydrogenase, C-terminal domain",IPR009075,Acyl-CoA dehydrogenase/oxidase C-terminal,GO:0016627,NODE_406163_length_1900_cov_13.827642_2,0.000725027,40.14470284,1161,bin_7,0.004432167,0.003359567,-1.103457729
bin_7,Sphingomonadales,bin.7_03277,PF02770,"Acyl-CoA dehydrogenase, middle domain",IPR006091,"Acyl-CoA oxidase/dehydrogenase, central domain",GO:0016627,NODE_406163_length_1900_cov_13.827642_2,0.000725027,40.14470284,1161,bin_7,0.004432167,0.003359567,-1.103457729
bin_74,Pseudomonadales,bin.74_01291,PF00115,Cytochrome C and Quinol oxidase polypeptide I,IPR000883,Cytochrome c oxidase subunit I,GO:0004129|GO:0009060|GO:0016021|GO:0020037,NODE_2266_length_45425_cov_57.258717_35,0.000722634,140.0479744,1876,bin_74,0.004432167,0.003359567,-1.104170023
bin_79,Gammaproteobacteria,bin.79_01518,PF00154,recA bacterial DNA recombination protein,IPR013765,DNA recombination and repair protein RecA,GO:0003697|GO:0005524|GO:0006281,NODE_2768_length_40976_cov_38.042985_30,0.000722457,111.2884802,1033,bin_79,0.004432167,0.003359567,-1.104222708
bin_29,Gammaproteobacteria,bin.29_00558,PF13411,MerR HTH family regulatory protein,IPR000551,MerR-type HTH domain,GO:0003677|GO:0006355,NODE_316_length_117473_cov_18.615400_60,0.000710911,64.53781513,357,bin_29,0.004432167,0.003359567,-1.10765946
bin_226,Kiloniellales,bin.226_03124,PF01042,Endoribonuclease L-PSP,IPR006175,YjgF/YER057c/UK114 family,-,NODE_21429_length_11430_cov_8.434989_12,0.000699708,21.43142857,350,bin_226,0.004432167,0.003359567,-1.110994116
bin_80,Rhodobacterales,bin.80_00211,PF03480,"Bacterial extracellular solute-binding protein, family 7",IPR018389,TRAP transporter solute receptor DctP,GO:0055085,NODE_4358_length_31400_cov_6.146818_8,0.000676077,21.96557971,1104,bin_80,0.004432167,0.003359567,-1.118028058
bin_82,Rhodobacterales,bin.82_01988,PF03737,Aldolase/RraA,IPR005493,Ribonuclease E inhibitor RraA/RraA-like protein,-,NODE_4448_length_30939_cov_8.388777_19,0.000673079,27.67069892,744,bin_82,0.004432167,0.003359567,-1.118920435
bin_26,Pseudomonadales,bin.26_00151,PF00701,Dihydrodipicolinate synthetase family,IPR002220,DapA-like,GO:0016829,NODE_2_length_104150_cov_9.165414_51,0.000671221,54.62025316,948,bin_26,0.004432167,0.003359567,-1.119473482
